Secteur,Taille_Entreprise,Anciennete_Annees,Ratio_Liquidite_Generale,Ratio_Liquidite_Reduite,Ratio_Endettement,Ratio_Capacite_Remboursement,Taux_Endettement_Net,ROE,ROA,Marge_Nette,Marge_Brute,Chiffre_Affaires_Log,Croissance_CA,Ratio_Fonds_Propres,Ratio_Tresorerie_Nette,Delai_Paiement_Clients_Jours,Delai_Paiement_Fournisseurs_Jours,Ratio_Couverture_Interets,Score_Altman_Z,Nb_Incidents_Paiement_12M,Nb_Credits_En_Cours,Defaut_Paiement
Industrie,PME,36,2.06,0.92,0.55,12.19,1.49,-0.056,-0.111,0.358,0.486,19.85,0.295,0.33,0.38,96,33,18.08,3.93,3,7,1
Tech,Grande Entreprise,35,1.7,1.66,1.61,1.65,0.38,0.296,0.286,0.057,0.769,13.4,0.418,0.53,0.63,32,22,1.87,0.75,0,3,0
Industrie,PME,2,2.99,1.02,1.02,3.28,0.66,-0.262,-0.133,-0.001,0.066,13.12,0.144,0.66,-0.2,52,21,18.08,2.4,5,2,1
Transport,ETI,40,0.81,0.54,0.73,6.1,0.78,-0.125,0.189,0.386,0.604,19.06,-0.368,0.27,0.5,57,73,3.69,2.53,0,4,0
BTP,TPE,23,0.38,1.57,0.3,7.53,0.44,0.265,0.086,0.318,0.769,15.85,0.219,0.21,0.47,46,77,7.07,4.79,0,6,0
Tech,ETI,9,1.74,2.07,0.55,5.65,0.02,0.326,0.016,-0.006,0.697,12.15,-0.345,0.55,0.85,21,21,12.3,2.64,0,3,0
Transport,Grande Entreprise,34,1.06,1.08,1.9,5.15,0.33,0.064,-0.12,0.078,0.176,18.89,0.216,0.55,0.75,101,69,18.16,3.87,0,2,1
Commerce,PME,46,0.46,0.5,0.68,14.48,0.42,0.258,0.13,0.049,0.295,19.93,0.285,0.73,0.91,101,17,5.49,1.86,0,3,0
Services,PME,14,2.62,0.65,0.42,9.8,0.67,0.01,0.113,-0.111,0.179,10.87,-0.202,0.06,0.8,60,81,15.39,4.01,0,7,0
Industrie,ETI,4,0.66,0.75,0.98,0.84,0.26,-0.172,-0.024,0.375,0.501,18.62,0.419,0.69,0.8,75,32,14.35,1.95,0,2,1
Agriculture,TPE,30,2.25,0.89,0.68,6.74,1.31,0.019,0.26,0.043,0.584,13.91,0.511,0.44,-0.4,32,59,3.61,2.44,2,7,0
Agriculture,PME,31,1.2,1.68,0.17,13.19,1.06,0.164,-0.013,0.325,0.288,15.24,0.413,0.52,0.77,85,50,9.85,2.66,5,6,0
BTP,PME,38,0.86,1.58,0.71,4.87,0.13,0.458,0.052,-0.086,0.455,19.15,-0.095,0.12,0.41,54,30,9.89,4.67,3,5,0
Commerce,TPE,11,1.52,1.8,1.13,1.87,0.98,-0.245,0.095,0.129,0.568,19.73,0.187,0.37,0.07,102,43,6.44,0.74,0,6,0
Industrie,PME,35,2.86,1.03,1.15,11.5,0.98,0.106,-0.105,-0.186,0.366,12.62,0.515,0.22,-0.42,92,73,15.71,1.39,0,1,1
Commerce,TPE,8,1.55,2.1,0.78,9.29,1.43,-0.037,0.269,0.259,0.691,12.13,-0.079,0.24,0.52,64,32,18.56,3.68,0,1,0
Industrie,TPE,3,2.7,0.67,0.95,8.77,0.0,0.107,0.019,0.149,0.629,10.81,0.42,0.43,-0.01,19,63,14.47,3.1,1,6,0
BTP,TPE,14,0.7,1.28,1.93,1.28,0.37,-0.281,-0.114,0.175,0.098,15.62,-0.391,0.66,0.2,68,60,19.47,1.63,0,0,1
BTP,Grande Entreprise,13,2.77,2.04,0.82,2.54,1.39,-0.05,0.024,-0.169,0.516,10.14,-0.396,0.61,0.52,100,43,1.48,1.8,0,4,0
Agriculture,PME,45,1.06,0.61,0.59,9.53,1.4,0.356,0.12,-0.073,0.226,14.12,0.36,0.49,0.87,72,84,1.23,2.15,0,6,0
Commerce,Grande Entreprise,32,2.47,0.45,0.56,3.51,1.08,0.143,0.081,-0.155,0.468,10.73,0.361,0.45,0.74,36,64,17.93,2.53,0,6,0
Tech,PME,34,2.11,2.23,0.97,7.81,1.15,0.06,0.163,-0.027,0.768,14.05,0.389,0.37,0.18,88,69,18.01,4.18,0,3,0
Agriculture,PME,45,3.27,0.99,1.54,8.4,0.14,-0.072,-0.125,0.176,0.709,10.4,0.53,0.78,0.08,104,41,2.59,0.56,0,3,1
Commerce,PME,19,1.54,1.77,0.49,4.61,0.77,-0.062,-0.022,0.14,0.353,18.35,-0.282,0.47,-0.14,93,21,7.47,4.54,0,2,0
Agriculture,PME,38,0.51,0.26,1.45,14.25,0.35,0.006,0.219,0.167,0.269,12.1,-0.168,0.24,0.06,52,55,16.79,2.36,0,4,1
Tech,TPE,16,0.36,1.79,0.14,12.72,0.27,0.368,-0.114,0.13,0.226,13.28,0.504,0.22,-0.33,119,25,3.01,1.54,3,7,1
Services,PME,2,2.95,0.93,0.9,10.97,1.22,0.474,0.235,-0.036,0.449,18.7,-0.223,0.51,0.96,63,19,5.71,2.79,2,3,0
Services,TPE,40,1.98,0.33,1.57,1.63,0.2,0.051,-0.109,-0.053,0.136,17.46,0.282,0.44,0.36,15,80,13.78,3.47,5,4,1
Services,PME,17,2.78,1.6,0.74,2.04,0.7,0.015,0.226,-0.118,0.462,12.19,0.13,0.06,-0.31,92,70,19.65,0.7,3,6,1
Services,PME,34,1.05,0.75,1.17,7.65,1.41,0.377,0.012,0.309,0.051,10.72,-0.317,0.67,0.03,50,26,16.04,3.72,0,4,0
Transport,TPE,42,1.4,1.09,0.49,2.83,0.28,0.042,0.125,0.17,0.293,17.16,-0.115,0.58,0.32,109,56,15.66,3.92,0,1,0
Industrie,TPE,16,0.4,0.39,1.51,14.68,1.47,0.142,-0.081,-0.088,0.215,13.91,0.12,0.55,0.3,42,89,7.18,1.25,0,7,1
Transport,ETI,38,3.38,0.54,0.2,2.8,1.49,-0.115,-0.12,-0.094,0.778,17.66,0.452,0.1,-0.45,112,24,13.4,1.26,3,3,1
Transport,PME,2,2.44,0.89,1.72,7.57,0.83,0.295,-0.053,0.324,0.595,14.45,0.308,0.32,0.93,49,42,2.71,1.42,0,3,1
Transport,TPE,2,3.29,0.41,0.48,5.78,0.26,0.126,-0.092,0.246,0.312,13.46,0.222,0.75,-0.09,74,21,19.85,4.08,0,0,0
Services,Grande Entreprise,26,1.15,2.29,1.76,9.77,0.47,0.347,-0.009,0.196,0.12,14.51,0.096,0.7,-0.48,117,28,9.87,1.72,2,4,1
Tech,TPE,13,2.26,0.21,0.77,2.37,0.64,0.325,0.081,0.044,0.438,17.49,-0.101,0.26,-0.39,76,83,12.96,4.08,5,2,0
BTP,PME,47,2.47,1.31,1.47,6.74,0.46,-0.128,0.115,-0.043,0.21,19.02,-0.281,0.17,0.37,101,75,17.59,2.93,0,7,1
BTP,Grande Entreprise,31,1.32,0.48,0.71,4.48,0.42,0.273,0.205,0.388,0.452,10.5,0.009,0.39,-0.29,60,65,0.52,3.95,3,1,0
Industrie,TPE,34,3.01,0.91,1.82,13.37,1.46,0.34,0.145,0.278,0.677,15.24,-0.371,0.32,-0.44,97,56,19.53,2.99,0,6,0
Services,TPE,39,3.33,2.33,0.34,1.09,0.23,-0.023,0.124,-0.019,0.512,10.33,-0.189,0.56,0.07,96,22,7.5,2.01,1,0,0
Services,TPE,3,3.13,0.57,0.44,13.75,1.1,-0.162,0.035,0.309,0.525,14.68,0.032,0.77,0.43,93,64,7.12,4.6,0,1,0
Services,PME,8,2.67,2.42,1.04,12.58,0.0,-0.298,0.063,0.255,0.456,18.85,0.019,0.32,-0.33,75,15,3.33,3.72,3,2,0
Agriculture,TPE,23,1.19,0.67,0.26,4.81,0.89,0.061,0.037,-0.022,0.745,13.62,-0.356,0.1,-0.03,79,83,17.23,2.68,1,0,0
Commerce,PME,14,1.2,1.91,0.47,11.94,1.37,-0.018,0.229,0.056,0.749,19.32,0.189,0.72,0.13,103,25,17.48,3.37,2,1,0
Agriculture,TPE,27,3.38,1.46,1.89,0.95,0.43,0.144,-0.046,-0.088,0.435,16.31,0.15,0.08,-0.26,40,62,0.89,3.27,1,2,1
Commerce,PME,29,0.33,2.23,1.96,14.52,0.28,-0.15,-0.147,-0.133,0.279,19.34,-0.322,0.76,0.26,49,24,1.59,2.11,5,5,1
Services,Grande Entreprise,39,2.59,1.47,0.81,8.14,0.98,0.388,0.143,0.234,0.395,17.57,0.543,0.55,-0.37,71,29,18.41,2.41,5,0,0
Services,ETI,39,2.56,1.43,1.85,4.9,1.07,-0.094,-0.059,-0.039,0.19,11.03,-0.301,0.76,-0.43,93,61,2.9,1.93,0,2,1
Agriculture,PME,1,2.29,0.65,1.14,5.76,1.03,-0.119,0.251,0.292,0.527,12.31,0.455,0.2,0.28,77,39,12.61,5.0,0,0,0
Agriculture,PME,17,3.47,0.58,0.61,1.46,0.48,0.085,0.237,0.397,0.425,13.94,-0.4,0.08,-0.13,18,20,12.58,3.11,0,3,0
Commerce,PME,41,1.3,2.31,1.43,14.85,0.38,0.099,-0.115,-0.154,0.127,11.7,0.482,0.42,-0.36,93,25,17.46,0.91,0,3,1
BTP,PME,30,1.39,0.95,1.35,1.07,1.43,-0.128,-0.102,0.084,0.198,14.95,-0.38,0.39,0.14,56,31,11.67,2.84,3,1,1
Commerce,PME,13,0.55,1.06,1.98,10.0,1.38,-0.083,0.073,0.281,0.41,14.71,0.358,0.3,0.87,116,29,8.96,0.72,5,7,1
Agriculture,TPE,21,1.72,1.95,0.6,6.92,0.69,-0.164,0.124,0.273,0.716,19.56,-0.038,0.77,0.59,59,30,19.5,1.8,5,4,0
Tech,ETI,19,1.14,0.98,1.38,14.26,1.27,0.275,-0.026,0.256,0.475,14.34,0.338,0.67,0.72,53,70,4.96,2.51,5,5,1
Agriculture,PME,19,1.4,2.39,0.2,4.07,0.68,0.316,0.173,0.009,0.561,17.86,0.002,0.55,0.81,79,80,5.62,2.9,5,6,0
Tech,TPE,25,2.97,1.9,0.32,8.22,0.64,0.07,0.118,0.072,0.304,19.42,-0.329,0.17,0.96,36,50,2.15,4.89,0,4,0
Industrie,PME,22,3.29,1.57,0.11,7.49,0.24,0.271,-0.004,0.157,0.479,18.77,0.368,0.6,0.64,25,52,19.52,4.92,0,6,0
Agriculture,PME,31,0.89,2.23,2.0,10.69,0.64,0.289,-0.139,0.384,0.386,12.09,-0.329,0.6,0.41,116,89,14.27,0.94,0,6,1
Industrie,ETI,17,1.49,0.31,1.62,1.49,0.81,-0.189,0.188,-0.003,0.544,14.96,0.522,0.37,0.05,51,17,0.74,2.92,2,6,1
BTP,ETI,23,3.27,0.79,1.59,3.31,0.03,0.473,-0.053,0.354,0.088,13.48,-0.349,0.74,-0.23,104,32,14.23,4.18,1,2,1
Commerce,ETI,32,0.5,1.27,1.07,3.61,0.67,0.357,0.226,-0.038,0.42,14.0,0.079,0.18,0.53,65,68,8.38,1.57,0,0,1
Tech,TPE,10,0.6,0.72,0.67,11.2,1.17,-0.136,0.039,0.393,0.272,13.61,0.323,0.25,0.99,105,31,19.37,3.88,0,3,0
Commerce,PME,10,0.82,1.91,0.39,3.24,1.02,-0.151,0.11,0.202,0.295,18.26,-0.007,0.1,0.2,72,27,5.91,4.45,0,4,0
Industrie,PME,36,2.2,2.31,0.64,8.82,0.95,-0.199,0.243,0.078,0.771,14.52,-0.183,0.65,0.59,91,77,14.35,3.48,0,7,0
Tech,TPE,8,0.78,1.17,0.81,3.62,1.36,-0.189,0.239,0.168,0.187,15.24,0.359,0.52,0.24,21,28,12.73,1.97,1,6,0
Commerce,TPE,20,3.4,0.99,1.54,12.99,0.03,0.299,0.017,-0.036,0.283,19.82,0.384,0.29,0.15,22,73,0.73,4.65,5,3,1
Agriculture,ETI,32,1.73,2.41,1.13,14.16,0.84,0.076,-0.056,-0.035,0.432,10.6,0.523,0.17,0.12,65,50,17.76,4.48,0,6,0
Services,TPE,14,1.9,1.22,0.25,8.02,1.18,0.326,0.199,-0.132,0.697,14.88,-0.024,0.08,0.26,37,32,3.22,3.72,0,5,0
Industrie,PME,28,1.09,1.32,0.13,5.61,0.81,0.297,0.045,-0.132,0.363,17.74,0.106,0.18,0.05,104,19,13.44,2.14,2,2,0
Commerce,TPE,46,1.81,1.01,0.29,3.89,0.49,0.184,-0.064,0.009,0.608,11.51,-0.037,0.39,0.62,105,28,15.62,4.06,0,7,0
Industrie,TPE,24,2.42,2.29,0.88,1.22,0.2,0.249,0.257,0.258,0.692,16.12,-0.143,0.24,0.81,23,39,12.8,1.92,0,5,0
Transport,TPE,15,2.7,1.51,1.87,4.39,1.33,-0.285,-0.061,0.165,0.283,12.39,0.351,0.24,0.82,60,58,2.39,1.64,1,5,1
Industrie,Grande Entreprise,22,2.71,1.95,1.31,9.99,0.71,-0.051,-0.138,-0.138,0.345,18.67,-0.06,0.71,-0.16,52,53,19.52,2.82,3,2,1
Tech,ETI,30,2.15,2.07,1.62,8.24,1.32,0.21,-0.141,0.311,0.317,13.27,0.028,0.44,0.84,27,26,5.12,4.99,5,0,1
Transport,Grande Entreprise,4,3.19,0.99,0.99,14.19,0.88,-0.293,0.13,0.161,0.675,13.29,0.004,0.6,0.01,21,75,12.74,4.12,1,7,0
Tech,PME,13,2.92,1.2,0.79,6.25,1.01,-0.274,0.148,0.377,0.083,15.98,0.313,0.08,-0.04,25,76,16.04,3.78,0,5,0
Services,TPE,23,2.72,2.15,0.31,10.56,1.21,0.382,-0.01,0.202,0.281,11.84,0.518,0.32,0.59,88,67,18.82,2.53,0,4,0
Transport,PME,8,0.48,1.04,1.76,7.6,0.99,0.247,-0.006,-0.095,0.56,12.85,0.267,0.41,-0.04,111,67,12.28,1.9,0,6,1
Agriculture,PME,18,0.32,2.03,1.59,7.93,0.6,-0.088,0.003,0.084,0.474,14.17,0.072,0.19,-0.42,117,42,5.55,4.35,2,2,1
Industrie,ETI,12,0.98,2.36,0.42,4.38,0.77,0.25,0.156,0.189,0.377,13.54,0.379,0.14,0.06,64,49,16.81,3.05,1,2,0
Commerce,TPE,31,2.42,1.63,1.07,7.1,1.2,0.334,-0.124,-0.183,0.455,15.25,0.241,0.7,0.58,81,79,3.68,4.16,0,6,1
BTP,PME,14,1.62,1.91,1.03,7.33,0.56,-0.055,0.268,-0.191,0.198,16.0,-0.339,0.75,-0.01,55,17,0.93,2.69,0,3,0
Industrie,TPE,34,1.59,2.05,1.29,10.75,0.58,-0.271,-0.05,-0.122,0.373,15.67,-0.304,0.11,0.44,43,57,18.21,3.89,0,1,1
Industrie,PME,18,3.13,2.14,1.9,14.14,0.14,0.446,0.3,-0.049,0.426,16.54,-0.362,0.31,0.49,51,64,11.72,4.4,0,7,1
Services,ETI,34,3.17,1.11,1.2,5.28,1.37,-0.024,-0.073,0.058,0.726,13.08,0.057,0.77,0.6,70,85,1.86,2.26,0,5,0
Agriculture,PME,11,3.21,0.32,1.13,1.11,0.14,-0.215,0.197,0.092,0.246,11.26,0.426,0.11,0.85,94,23,11.8,0.56,1,4,0
BTP,PME,41,1.3,1.12,0.2,7.7,0.97,0.093,-0.049,-0.117,0.701,17.61,-0.087,0.53,0.15,30,50,3.33,1.65,3,0,1
Transport,PME,12,2.51,1.75,0.22,8.39,0.62,0.315,-0.114,0.204,0.533,18.51,-0.016,0.78,-0.25,58,37,1.11,4.62,0,5,0
Transport,PME,49,1.17,1.24,0.46,2.94,0.61,-0.123,0.244,0.158,0.065,12.57,0.509,0.78,-0.02,64,88,2.77,3.59,5,6,0
Transport,ETI,15,0.91,1.92,0.16,11.53,1.02,-0.084,0.236,-0.023,0.593,14.07,0.437,0.4,0.15,85,64,15.61,3.82,1,0,0
Tech,ETI,31,0.89,1.02,1.51,14.78,0.1,-0.106,0.032,-0.192,0.077,14.99,0.265,0.17,0.57,93,69,15.24,1.96,0,3,1
Tech,Grande Entreprise,49,1.39,1.66,1.47,14.21,0.89,0.493,0.166,-0.153,0.798,15.33,-0.133,0.2,-0.48,116,26,12.28,3.66,0,5,0
Commerce,ETI,29,1.68,0.63,0.36,3.36,1.16,-0.142,0.101,0.035,0.704,16.59,-0.283,0.72,-0.03,20,46,4.58,3.41,0,0,0
BTP,PME,26,2.96,1.92,1.69,13.19,1.24,0.16,0.234,-0.108,0.273,10.42,-0.384,0.73,0.67,32,38,14.91,1.3,2,5,0
Transport,PME,18,0.68,1.46,0.39,10.72,0.26,0.44,-0.008,0.026,0.243,17.21,-0.293,0.51,0.51,33,81,8.46,4.86,0,2,1
Tech,PME,32,2.65,0.67,0.67,7.08,1.35,-0.182,0.086,0.177,0.336,10.62,-0.107,0.62,0.6,65,41,10.46,2.09,5,5,0
Commerce,TPE,22,2.0,0.87,0.57,8.34,0.98,0.477,0.068,0.128,0.317,14.68,0.152,0.6,0.72,80,75,18.0,1.98,0,4,0
Agriculture,ETI,38,1.22,1.92,0.81,12.82,1.32,0.458,0.009,-0.061,0.329,18.28,-0.336,0.55,0.67,17,33,9.43,2.16,0,5,0
Commerce,TPE,17,1.88,1.31,0.58,7.46,0.73,0.408,0.251,0.006,0.289,14.51,-0.264,0.67,0.52,103,87,12.71,0.91,5,0,0
Tech,Grande Entreprise,23,1.26,0.7,1.03,5.91,0.81,-0.128,-0.075,0.168,0.516,11.49,-0.219,0.56,0.16,114,65,19.25,3.31,2,4,0
Services,PME,24,2.21,2.42,0.87,7.65,1.38,0.207,-0.083,0.317,0.173,19.85,0.232,0.45,0.98,68,78,9.3,1.57,5,0,1
Services,PME,8,1.69,1.84,1.97,8.9,1.35,0.309,0.11,0.252,0.684,18.89,0.216,0.23,0.35,63,16,11.43,4.11,2,7,1
Transport,PME,41,0.83,2.4,0.21,3.24,0.67,0.489,0.146,0.132,0.659,17.71,0.151,0.61,-0.2,42,50,11.9,2.27,0,6,0
Services,ETI,6,0.67,1.18,0.37,13.56,0.41,-0.156,-0.062,0.017,0.407,14.12,-0.149,0.41,-0.06,52,25,5.19,2.56,0,6,1
Transport,PME,5,2.05,1.29,0.2,10.28,0.59,0.313,0.026,0.019,0.69,11.84,-0.029,0.27,0.54,42,82,14.87,3.41,0,1,0
Transport,PME,44,3.19,2.27,1.29,9.68,0.58,-0.029,0.276,0.328,0.235,19.41,-0.303,0.65,0.89,46,82,14.67,3.93,0,1,0
Tech,TPE,29,1.4,1.41,0.2,1.94,0.43,-0.159,-0.039,-0.176,0.063,15.32,-0.174,0.57,-0.23,55,78,4.66,1.54,0,4,1
Services,PME,28,2.65,1.83,1.69,9.26,0.4,0.037,0.151,0.393,0.514,18.52,0.498,0.75,-0.38,50,15,0.76,4.85,0,6,0
Transport,TPE,11,2.41,0.78,1.07,2.25,1.29,0.335,0.183,0.199,0.393,13.42,0.58,0.17,0.82,117,40,19.98,3.3,0,1,0
BTP,ETI,1,3.28,1.23,1.1,1.64,0.1,0.072,0.052,0.209,0.475,13.35,0.248,0.54,0.87,50,25,11.84,0.53,0,1,0
Agriculture,PME,43,2.93,0.48,1.17,8.15,1.02,0.13,0.272,-0.177,0.725,19.86,0.517,0.23,-0.09,101,16,4.03,2.37,0,2,0
Commerce,PME,19,2.11,0.67,0.42,6.34,0.26,0.496,0.181,0.163,0.777,15.22,0.243,0.73,0.07,80,54,6.03,2.47,2,0,0
Commerce,TPE,9,2.4,0.2,0.48,9.04,0.52,0.019,0.056,0.091,0.526,11.41,-0.367,0.12,0.49,24,18,12.55,4.14,1,1,0
Tech,TPE,27,3.17,0.29,0.71,1.79,0.09,0.192,0.106,-0.137,0.623,12.2,0.597,0.54,-0.01,84,51,3.18,1.87,0,4,0
Services,ETI,34,1.58,2.45,1.23,6.75,0.4,-0.008,0.162,-0.033,0.113,14.82,-0.301,0.64,0.82,86,75,1.23,1.99,0,2,1
Services,TPE,44,1.35,0.76,0.5,3.03,1.15,0.014,0.116,0.334,0.171,10.42,0.283,0.32,-0.34,93,19,16.07,0.82,0,6,0
Transport,TPE,4,0.33,1.73,0.32,14.81,1.33,0.257,0.245,0.13,0.6,14.63,-0.147,0.77,-0.44,107,29,14.46,1.78,0,1,1
Industrie,TPE,36,2.94,2.13,1.94,8.64,0.33,0.45,0.011,0.048,0.374,14.19,-0.008,0.69,-0.19,77,81,6.54,3.73,0,5,0
Transport,Grande Entreprise,18,2.86,1.47,0.14,10.47,0.7,0.134,-0.015,-0.156,0.384,17.79,0.246,0.27,-0.07,106,40,1.64,3.36,0,6,1
Agriculture,ETI,15,0.63,0.55,1.63,5.22,0.71,0.315,-0.054,0.228,0.281,13.55,0.036,0.06,-0.33,36,20,9.98,0.87,1,4,1
BTP,PME,13,2.15,1.87,1.6,1.87,1.31,-0.229,-0.133,0.222,0.506,19.83,-0.149,0.27,-0.4,112,58,5.89,1.02,1,0,1
Commerce,TPE,19,1.78,1.58,0.66,14.65,1.14,-0.131,-0.131,0.168,0.189,11.81,-0.066,0.26,0.63,34,72,8.26,2.2,1,7,0
Transport,PME,49,0.68,1.88,0.36,4.65,0.77,0.102,0.242,0.106,0.52,15.91,-0.058,0.72,-0.25,47,60,5.84,3.85,3,6,0
Industrie,ETI,6,3.44,1.97,0.38,6.65,1.01,-0.284,0.155,0.06,0.18,10.9,0.559,0.78,0.87,29,56,3.92,4.25,2,5,0
Industrie,PME,48,0.99,2.44,1.43,9.92,1.27,-0.098,0.147,0.156,0.098,17.34,0.399,0.1,0.05,21,62,8.05,0.57,0,6,1
Transport,TPE,12,0.52,1.52,1.32,0.86,0.01,0.114,0.127,-0.06,0.298,19.95,0.059,0.4,0.51,102,41,19.32,1.98,1,1,1
Tech,TPE,37,2.2,0.99,1.59,12.25,0.6,-0.288,0.232,0.365,0.223,18.19,-0.2,0.46,-0.16,104,34,5.69,2.41,0,4,1
Commerce,TPE,17,2.66,1.69,1.88,8.28,1.36,-0.088,0.066,0.153,0.717,15.56,0.411,0.12,-0.14,64,84,7.05,4.6,2,5,0
Tech,PME,23,0.4,0.36,1.41,4.53,1.11,0.111,0.242,-0.013,0.091,14.85,-0.243,0.33,0.36,24,49,6.92,2.76,1,7,1
BTP,ETI,26,2.41,2.26,0.4,1.39,0.81,0.159,0.012,0.07,0.182,18.35,-0.19,0.29,0.34,93,62,9.87,1.71,0,4,0
Industrie,TPE,29,2.0,0.47,0.56,2.86,0.79,0.441,0.267,0.283,0.462,19.36,-0.034,0.45,0.65,51,81,16.95,2.26,2,3,0
Industrie,TPE,33,0.63,0.95,1.7,13.48,0.52,0.216,0.164,-0.103,0.411,19.89,0.48,0.55,0.64,73,82,8.34,2.46,0,6,1
Agriculture,TPE,27,0.85,2.08,0.5,10.45,0.78,0.032,-0.034,-0.024,0.084,13.97,-0.268,0.58,0.51,102,66,16.22,3.51,3,5,1
BTP,Grande Entreprise,25,2.12,1.57,0.24,4.12,0.98,0.444,0.104,0.208,0.055,19.91,-0.278,0.15,0.17,89,82,2.74,0.68,0,4,0
Industrie,TPE,10,1.25,1.11,1.44,1.45,0.63,0.328,0.09,-0.011,0.791,11.56,0.094,0.66,0.84,118,18,17.95,2.25,0,5,1
BTP,ETI,47,3.3,1.29,0.86,10.51,1.07,-0.14,-0.088,0.276,0.544,12.54,-0.124,0.56,0.43,77,53,4.11,3.41,1,3,0
Commerce,PME,23,2.92,2.17,1.85,8.8,1.29,-0.195,0.116,-0.122,0.324,10.89,0.169,0.72,0.99,35,35,1.26,1.77,5,0,1
Services,PME,21,3.45,0.98,1.34,6.37,0.23,0.241,-0.008,0.258,0.403,12.72,0.052,0.39,0.73,118,80,3.59,3.16,0,7,1
Industrie,TPE,21,1.13,2.2,0.27,5.77,0.68,0.148,-0.126,-0.159,0.25,17.68,0.035,0.72,-0.43,116,30,4.22,2.11,5,0,0
Agriculture,TPE,43,3.4,0.4,1.9,3.64,0.61,0.332,0.277,-0.192,0.309,18.53,-0.288,0.7,-0.02,93,21,10.42,3.91,0,6,1
Commerce,PME,13,1.68,1.99,0.59,10.21,1.03,0.291,0.139,0.339,0.537,17.79,-0.259,0.38,0.36,93,23,9.27,0.77,0,2,0
Transport,ETI,37,1.41,2.15,0.74,14.57,0.37,0.2,0.245,0.149,0.712,16.31,0.421,0.34,0.58,51,31,14.46,4.63,1,5,0
BTP,PME,33,0.46,0.62,0.86,3.05,0.96,0.489,0.154,0.011,0.188,15.14,0.486,0.75,0.33,59,26,1.49,1.27,0,3,0
Transport,PME,24,0.47,1.19,0.2,9.16,1.32,0.127,0.011,-0.06,0.68,17.09,-0.165,0.59,0.68,28,71,10.21,1.21,0,7,1
Tech,TPE,44,2.51,0.58,1.04,6.65,0.63,-0.21,0.081,0.17,0.141,13.91,-0.287,0.75,-0.08,57,59,6.98,4.28,1,4,0
Commerce,Grande Entreprise,11,1.77,1.83,0.33,6.98,1.37,0.363,0.154,0.105,0.211,18.41,-0.347,0.65,-0.22,99,25,12.8,4.41,2,2,0
Transport,ETI,17,1.02,1.43,0.86,4.19,1.49,-0.099,0.282,0.395,0.078,16.77,0.208,0.51,-0.42,98,27,1.35,0.92,3,5,1
Industrie,TPE,4,2.26,1.66,0.77,12.46,0.16,0.322,-0.036,0.39,0.156,16.98,0.315,0.14,0.36,47,45,1.18,4.59,0,2,0
BTP,Grande Entreprise,47,1.11,0.65,1.57,7.54,0.35,0.466,0.244,0.181,0.738,15.36,-0.027,0.27,0.53,17,40,8.83,1.73,0,7,1
Services,PME,25,2.15,0.69,1.63,8.38,1.43,0.257,0.266,0.066,0.395,18.85,0.28,0.78,-0.01,118,77,16.32,3.28,0,5,0
Commerce,PME,30,1.45,0.3,0.39,4.92,1.44,0.177,0.152,0.095,0.108,12.52,0.313,0.29,0.42,101,45,13.59,0.81,0,6,0
Industrie,ETI,9,2.94,0.94,0.8,3.14,0.15,0.068,0.269,0.209,0.77,13.81,0.535,0.12,-0.42,58,36,0.83,2.21,0,6,0
Agriculture,ETI,21,2.93,1.49,0.81,1.75,0.02,-0.008,0.029,-0.139,0.709,17.78,-0.335,0.58,-0.35,101,20,3.98,2.53,0,0,0
Tech,PME,20,1.83,2.17,0.39,10.85,0.24,-0.018,0.279,-0.003,0.616,14.93,-0.208,0.6,0.55,105,34,4.92,3.2,0,4,0
BTP,TPE,19,1.42,1.73,1.62,3.35,1.49,0.209,0.166,-0.155,0.75,18.89,-0.331,0.26,0.05,49,24,8.75,2.86,0,3,0
Commerce,PME,19,1.46,1.2,1.44,10.51,0.27,0.301,-0.131,-0.156,0.215,13.46,0.468,0.27,0.51,39,49,11.94,2.58,3,6,1
Commerce,Grande Entreprise,12,2.88,2.39,0.46,6.16,0.75,0.243,0.258,-0.082,0.677,13.69,0.393,0.4,0.75,110,40,4.72,4.82,0,0,1
Services,TPE,37,1.35,1.85,0.8,6.53,1.27,-0.141,0.068,0.091,0.567,18.89,0.175,0.07,0.78,100,85,7.96,1.33,2,2,0
Services,PME,42,0.97,2.34,0.3,7.3,0.03,0.095,0.057,0.271,0.702,14.64,-0.316,0.64,-0.24,22,51,11.89,1.21,5,1,0
Agriculture,PME,17,0.57,1.41,1.29,5.83,0.91,0.333,0.105,0.091,0.648,15.16,-0.127,0.29,0.23,76,22,7.98,3.71,1,6,1
Tech,PME,37,1.79,0.8,0.33,1.96,0.42,0.081,-0.083,0.001,0.31,13.33,-0.102,0.69,0.6,116,19,3.29,0.84,5,2,0
Agriculture,PME,48,1.84,0.32,1.97,4.99,1.29,0.129,0.061,-0.151,0.631,12.77,0.161,0.65,0.66,32,58,10.09,2.67,0,7,1
Industrie,Grande Entreprise,39,2.99,1.87,1.58,10.12,0.43,0.317,0.224,0.13,0.247,16.56,-0.142,0.55,0.68,106,81,6.82,2.68,0,1,1
Industrie,TPE,28,1.01,0.48,0.84,10.15,1.03,0.229,-0.143,-0.037,0.296,11.2,-0.327,0.29,-0.16,42,86,17.35,1.9,0,5,0
